time,distance,angle
5014,3,122.003
5031,3,122.003
5049,3,122.003
5066,3,122.003
5084,3,122.004
5101,4,122.006
5118,6,122.009
5137,9,121.009
5154,9,122.009
5172,9,122.006
5189,6,122.004
5207,4,122.006
5225,6,122.006
5242,6,122.006
5260,6,122.006
5277,6,122.006
5295,6,122.007
5312,7,122.006
5329,6,122.005
5347,5,122.004
5365,4,122.007
5383,7,122.001
5400,10,115.009
5419,9,122.007
5436,7,122.007
5453,7,122.007
5471,7,122.007
5489,7,122.0019
5508,19,59.002
5526,20,57.009
5543,9,122.0019
5562,19,60.0024
5580,24,52.0019
5599,19,65.0014
5617,14,94.0011
5635,11,112.0012
5653,12,104.0021
5672,21,52.0022
5690,22,52.0017
5709,17,77.0025
5728,25,52.003
5747,30,52.002
5765,20,61.001
5783,10,120.001
5800,10,117.0011
5819,11,110.0013
5837,13,98.0013
5855,13,99.0012
5873,12,105.0011
5891,11,111.001
5909,10,117.001
5926,10,117.001
5945,10,117.0011
5962,11,110.0012
5981,12,104.0012
5999,12,105.0012
6017,12,105.0012
6035,12,105.0013
6052,13,98.0013
6071,13,99.0013
6089,13,99.0014
6107,14,92.0014
6125,14,93.0014
6144,14,93.0016
6162,16,81.0016
6179,16,81.0014
6198,14,93.0014
6216,14,93.0015
6234,15,87.0015
6252,15,87.0015
6270,15,87.0015
6289,15,87.0017
6306,17,75.0025
6326,25,52.0024
6344,24,52.0016
6363,16,84.0016
6380,16,81.0018
6398,18,69.0021
6418,21,52.0019
6435,19,64.0018
6454,18,70.0022
6473,22,52.0024
6492,24,52.0028
6511,28,52.0026
6530,26,52.0024
6548,24,52.0026
6566,26,52.0021
6585,21,53.0019
6603,19,64.002
6622,20,57.002
6640,20,57.002
6660,20,57.0023
6678,23,52.0022
6696,22,52.002
6715,20,58.0021
6733,21,52.002
6752,20,58.0019
6770,19,64.0021
6789,21,52.0022
6807,22,52.0021
6825,21,52.0021
6845,21,52.0021
6863,21,52.0021
6882,21,52.0021
6900,21,52.0027
6920,27,52.0032
6938,32,52.0032
6958,32,52.0032
6977,32,52.0032
6995,32,52.0031
7015,31,52.0027
7033,27,52.0022
7052,22,52.0018
7070,18,71.0017
7089,17,76.0016
7107,16,82.0016
7126,16,81.0018
7144,18,69.0018
7161,18,69.0018
7180,18,69.0026
7199,26,52.0024
7218,24,52.0016
7236,16,85.0016
7255,16,81.0016
7272,16,81.0015
7290,15,87.0014
7309,14,93.0014
7326,14,93.0013
7345,13,99.0013
7363,13,99.0014
7380,14,92.0013
7399,13,99.0012
7416,12,105.0012
7435,12,105.0012
7453,12,105.0012
7471,12,105.0011
